Total training samples: 22
Epoch [1/200], Loss: 1.1454
Epoch [2/200], Loss: 0.8367
Epoch [3/200], Loss: 0.6390
Epoch [4/200], Loss: 0.7311
Epoch [5/200], Loss: 0.6419
Epoch [6/200], Loss: 0.4923
Epoch [7/200], Loss: 0.6271
Epoch [8/200], Loss: 0.5299
Epoch [9/200], Loss: 0.5211
Epoch [10/200], Loss: 0.5064
Epoch [11/200], Loss: 0.7123
Epoch [12/200], Loss: 0.7197
Epoch [13/200], Loss: 0.5792
Epoch [14/200], Loss: 0.5121
Epoch [15/200], Loss: 0.5655
Epoch [16/200], Loss: 0.5497
Epoch [17/200], Loss: 0.5225
Epoch [18/200], Loss: 0.7186
Epoch [19/200], Loss: 0.6607
Epoch [20/200], Loss: 0.6149
Epoch [21/200], Loss: 0.6532
Epoch [22/200], Loss: 0.4523
Epoch [23/200], Loss: 0.6356
Epoch [24/200], Loss: 0.5786
Epoch [25/200], Loss: 0.6150
Epoch [26/200], Loss: 0.9640
Epoch [27/200], Loss: 0.5058
Epoch [28/200], Loss: 0.7986
Epoch [29/200], Loss: 0.4970
Epoch [30/200], Loss: 0.4729
Epoch [31/200], Loss: 0.6927
Epoch [32/200], Loss: 0.5244
Epoch [33/200], Loss: 0.5100
Epoch [34/200], Loss: 0.4218
Epoch [35/200], Loss: 0.4976
Epoch [36/200], Loss: 0.4333
Epoch [37/200], Loss: 0.6690
Epoch [38/200], Loss: 0.5352
Epoch [39/200], Loss: 0.3943
Epoch [40/200], Loss: 0.4833
Epoch [41/200], Loss: 0.4728
Epoch [42/200], Loss: 0.4774
Epoch [43/200], Loss: 0.4474
Epoch [44/200], Loss: 0.3926
Epoch [45/200], Loss: 0.4591
Epoch [46/200], Loss: 0.4346
Epoch [47/200], Loss: 0.3737
Epoch [48/200], Loss: 0.4627
Epoch [49/200], Loss: 0.5521
Epoch [50/200], Loss: 0.4408
Epoch [51/200], Loss: 0.4984
Epoch [52/200], Loss: 0.4250
Epoch [53/200], Loss: 0.4273
Epoch [54/200], Loss: 0.5196
Epoch [55/200], Loss: 0.4654
Epoch [56/200], Loss: 0.4244
Epoch [57/200], Loss: 0.7062
Epoch [58/200], Loss: 0.5219
Epoch [59/200], Loss: 0.4989
Epoch [60/200], Loss: 0.6474
Epoch [61/200], Loss: 0.4275
Epoch [62/200], Loss: 0.5418
Epoch [63/200], Loss: 0.3780
