Total training samples: 22
Epoch [1/200], Loss: 1.3011
Epoch [2/200], Loss: 0.8256
Epoch [3/200], Loss: 0.7295
Epoch [4/200], Loss: 0.6788
Epoch [5/200], Loss: 0.8135
Epoch [6/200], Loss: 0.7036
Epoch [7/200], Loss: 0.6889
Epoch [8/200], Loss: 0.6967
Epoch [9/200], Loss: 0.5837
Epoch [10/200], Loss: 0.5654
Epoch [11/200], Loss: 0.5690
Epoch [12/200], Loss: 0.8293
Epoch [13/200], Loss: 0.6087
Epoch [14/200], Loss: 0.5827
Epoch [15/200], Loss: 0.5334
Epoch [16/200], Loss: 0.5350
Epoch [17/200], Loss: 0.5506
Epoch [18/200], Loss: 0.6756
Epoch [19/200], Loss: 0.4565
Epoch [20/200], Loss: 0.6269
Epoch [21/200], Loss: 0.6153
Epoch [22/200], Loss: 0.5259
Epoch [23/200], Loss: 0.5384
Epoch [24/200], Loss: 0.5863
Epoch [25/200], Loss: 0.5181
Epoch [26/200], Loss: 0.6758
Epoch [27/200], Loss: 0.5753
Epoch [28/200], Loss: 0.7469
Epoch [29/200], Loss: 0.6072
Epoch [30/200], Loss: 0.5086
Epoch [31/200], Loss: 0.4674
Epoch [32/200], Loss: 0.4268
Epoch [33/200], Loss: 0.5589
Epoch [34/200], Loss: 0.5173
Epoch [35/200], Loss: 0.4748
Epoch [36/200], Loss: 0.5625
Epoch [37/200], Loss: 0.4580
Epoch [38/200], Loss: 0.5678
Epoch [39/200], Loss: 0.4901
Epoch [40/200], Loss: 0.4965
Epoch [41/200], Loss: 0.4737
Epoch [42/200], Loss: 0.5063
Epoch [43/200], Loss: 0.4028
Epoch [44/200], Loss: 0.3709
Epoch [45/200], Loss: 0.5113
Epoch [46/200], Loss: 0.4787
Epoch [47/200], Loss: 0.5183
Epoch [48/200], Loss: 0.5131
Epoch [49/200], Loss: 0.4092
Epoch [50/200], Loss: 0.4710
Epoch [51/200], Loss: 0.5565
Epoch [52/200], Loss: 0.4390
Epoch [53/200], Loss: 0.5057
Epoch [54/200], Loss: 0.4652
Epoch [55/200], Loss: 0.4965
Epoch [56/200], Loss: 0.7274
Epoch [57/200], Loss: 0.5391
Epoch [58/200], Loss: 0.4748
Epoch [59/200], Loss: 0.6284
Epoch [60/200], Loss: 0.5319
Epoch [61/200], Loss: 0.6483
Epoch [62/200], Loss: 0.6157
Epoch [63/200], Loss: 0.3972
Epoch [64/200], Loss: 0.4534
Epoch [65/200], Loss: 0.3549
Epoch [66/200], Loss: 0.6527
Epoch [67/200], Loss: 0.5059
Epoch [68/200], Loss: 0.4857
Epoch [69/200], Loss: 0.4688
Epoch [70/200], Loss: 0.4901
Epoch [71/200], Loss: 0.5346
Epoch [72/200], Loss: 0.5291
Epoch [73/200], Loss: 0.5986
Epoch [74/200], Loss: 0.5877
Epoch [75/200], Loss: 0.5207
Epoch [76/200], Loss: 0.4424
Epoch [77/200], Loss: 0.3749
Epoch [78/200], Loss: 0.6591
Epoch [79/200], Loss: 0.4323
Epoch [80/200], Loss: 0.5007
Epoch [81/200], Loss: 0.5054
Epoch [82/200], Loss: 0.3649
Epoch [83/200], Loss: 0.5416
Epoch [84/200], Loss: 0.5462
Epoch [85/200], Loss: 0.4546
Epoch [86/200], Loss: 0.4931
Epoch [87/200], Loss: 0.4099
Epoch [88/200], Loss: 0.4212
Epoch [89/200], Loss: 0.5528
Epoch [90/200], Loss: 0.7408
Epoch [91/200], Loss: 0.4908
Epoch [92/200], Loss: 0.4036
Epoch [93/200], Loss: 0.7220
Epoch [94/200], Loss: 0.8823
Epoch [95/200], Loss: 0.5036
Epoch [96/200], Loss: 0.5633
Epoch [97/200], Loss: 0.5615
Epoch [98/200], Loss: 0.5477
Epoch [99/200], Loss: 0.5388
Epoch [100/200], Loss: 0.9396
Epoch [101/200], Loss: 0.5402
Epoch [102/200], Loss: 0.5491
Epoch [103/200], Loss: 0.5646
Epoch [104/200], Loss: 0.4793
Epoch [105/200], Loss: 0.4336
Epoch [106/200], Loss: 0.5683
Epoch [107/200], Loss: 0.6385
Epoch [108/200], Loss: 0.5903
Epoch [109/200], Loss: 0.5859
Epoch [110/200], Loss: 0.4589
Epoch [111/200], Loss: 0.8726
Epoch [112/200], Loss: 0.4976
Epoch [113/200], Loss: 0.4610
Epoch [114/200], Loss: 0.4360
Epoch [115/200], Loss: 0.5571
Epoch [116/200], Loss: 0.4956
Epoch [117/200], Loss: 0.6439
Epoch [118/200], Loss: 0.5398
Epoch [119/200], Loss: 0.4879
Epoch [120/200], Loss: 0.5421
Epoch [121/200], Loss: 0.5641
Epoch [122/200], Loss: 0.5095
Epoch [123/200], Loss: 0.4702
Epoch [124/200], Loss: 0.3864
