Total training samples: 22
Epoch [1/200], Loss: 1.3166
Epoch [2/200], Loss: 0.9381
Epoch [3/200], Loss: 0.6970
Epoch [4/200], Loss: 0.6674
Epoch [5/200], Loss: 0.8195
Epoch [6/200], Loss: 0.6814
Epoch [7/200], Loss: 0.6503
Epoch [8/200], Loss: 0.8093
Epoch [9/200], Loss: 0.6395
Epoch [10/200], Loss: 0.6697
Epoch [11/200], Loss: 0.5677
Epoch [12/200], Loss: 0.6247
Epoch [13/200], Loss: 0.6086
Epoch [14/200], Loss: 0.6167
Epoch [15/200], Loss: 0.6930
Epoch [16/200], Loss: 0.5127
Epoch [17/200], Loss: 0.6980
Epoch [18/200], Loss: 0.5463
Epoch [19/200], Loss: 0.6135
Epoch [20/200], Loss: 0.4997
Epoch [21/200], Loss: 0.6987
Epoch [22/200], Loss: 0.6041
Epoch [23/200], Loss: 0.4994
Epoch [24/200], Loss: 0.4773
Epoch [25/200], Loss: 0.4846
Epoch [26/200], Loss: 0.4906
Epoch [27/200], Loss: 0.5126
Epoch [28/200], Loss: 0.5295
Epoch [29/200], Loss: 0.4888
Epoch [30/200], Loss: 0.4695
Epoch [31/200], Loss: 0.4223
Epoch [32/200], Loss: 0.4267
Epoch [33/200], Loss: 0.4485
Epoch [34/200], Loss: 0.5320
Epoch [35/200], Loss: 0.4142
Epoch [36/200], Loss: 0.4810
Epoch [37/200], Loss: 0.6671
Epoch [38/200], Loss: 0.5372
Epoch [39/200], Loss: 0.4571
Epoch [40/200], Loss: 0.4646
Epoch [41/200], Loss: 0.3727
Epoch [42/200], Loss: 0.4864
Epoch [43/200], Loss: 0.5788
Epoch [44/200], Loss: 0.5417
Epoch [45/200], Loss: 0.4582
Epoch [46/200], Loss: 0.4589
Epoch [47/200], Loss: 0.3996
Epoch [48/200], Loss: 0.4698
Epoch [49/200], Loss: 0.4687
Epoch [50/200], Loss: 0.3579
Epoch [51/200], Loss: 0.4915
Epoch [52/200], Loss: 0.4434
Epoch [53/200], Loss: 0.3710
Epoch [54/200], Loss: 0.3992
Epoch [55/200], Loss: 0.3748
Epoch [56/200], Loss: 0.5095
Epoch [57/200], Loss: 0.4284
Epoch [58/200], Loss: 0.6861
Epoch [59/200], Loss: 0.8399
Epoch [60/200], Loss: 0.5542
Epoch [61/200], Loss: 0.4981
Epoch [62/200], Loss: 0.5792
Epoch [63/200], Loss: 0.5022
Epoch [64/200], Loss: 0.4753
Epoch [65/200], Loss: 0.5310
Epoch [66/200], Loss: 0.5214
Epoch [67/200], Loss: 0.4528
Epoch [68/200], Loss: 0.4344
Epoch [69/200], Loss: 0.4876
Epoch [70/200], Loss: 0.4009
Epoch [71/200], Loss: 0.3535
Epoch [72/200], Loss: 0.4355
Epoch [73/200], Loss: 0.3813
Epoch [74/200], Loss: 0.4693
Epoch [75/200], Loss: 0.4526
Epoch [76/200], Loss: 0.5090
Epoch [77/200], Loss: 0.3680
Epoch [78/200], Loss: 0.4674
Epoch [79/200], Loss: 0.3890
Epoch [80/200], Loss: 0.5036
Epoch [81/200], Loss: 0.4374
Epoch [82/200], Loss: 0.3458
Epoch [83/200], Loss: 0.4438
Epoch [84/200], Loss: 0.5451
Epoch [85/200], Loss: 0.4526
Epoch [86/200], Loss: 0.4400
Epoch [87/200], Loss: 0.4496
Epoch [88/200], Loss: 0.3640
Epoch [89/200], Loss: 0.3710
Epoch [90/200], Loss: 0.4412
Epoch [91/200], Loss: 0.4846
Epoch [92/200], Loss: 0.4537
Epoch [93/200], Loss: 0.4211
Epoch [94/200], Loss: 0.4386
Epoch [95/200], Loss: 0.3896
Epoch [96/200], Loss: 0.3663
